Unnamed: 0.1,ms.value,dt_conf.value,dt_s.value,dtnorm.value,dtnorm_label.value,country.value,loc_wkt.value,oms.value,Unnamed: 0,source,source_id,prediction,ms_record_id.value,ms_source_id.value,site_hyper_id
20569,https://minmod.isi.edu/resource/mrds10277049,0.0255874786525964,"algorithm predictions, SRI deposit type classification, v0b, 20240213",https://minmod.isi.edu/resource/Q481,U-M intrusion nickel-copper- PGE,United States,POINT (-122.20594 48.46231),https://minmod.isi.edu/resource/mrds10047983,2411.0,MRDS,10277049,383.0,10277049,MRDS,https://minmod.isi.edu/resource/383
21065,https://minmod.isi.edu/resource/mrds10039042,0.0255665015429258,"algorithm predictions, SRI deposit type classification, v0b, 20240213",https://minmod.isi.edu/resource/Q486,Arc U-M intru- sion nickel- copper-PGE,United States,POINT (-91.88323 47.63166),https://minmod.isi.edu/resource/site__maturi-southwest__mudd-and-jowitt-2022-nickel__ar-2018,463.0,MRDS,10039042,15.0,10039042,MRDS,https://minmod.isi.edu/resource/15
21106,https://minmod.isi.edu/resource/mrds10287391,0.0272764768451452,"algorithm predictions, SRI deposit type classification, v0b, 20240213",https://minmod.isi.edu/resource/Q482,U-M conduit nickel-copper- PGE,United States,POINT (-122.62941 41.04095),https://minmod.isi.edu/resource/mrds10190175,2519.0,MRDS,10287391,41.0,10287391,MRDS,https://minmod.isi.edu/resource/41
21368,https://minmod.isi.edu/resource/mrds10124560,0.0296110566705465,"algorithm predictions, SRI deposit type classification, v0b, 20240213",https://minmod.isi.edu/resource/Q482,U-M conduit nickel-copper- PGE,United States,POINT (-110.02 45.38822),https://minmod.isi.edu/resource/mrds10042344,1515.0,MRDS,10124560,102.0,10124560,MRDS,https://minmod.isi.edu/resource/102
21817,https://minmod.isi.edu/resource/mrds10245799,0.0291945841163396,"algorithm predictions, SRI deposit type classification, v0b, 20240213",https://minmod.isi.edu/resource/Q482,U-M conduit nickel-copper- PGE,United States,POINT (-115.91774 48.37487),,2249.0,MRDS,10245799,1815.0,10245799,MRDS,https://minmod.isi.edu/resource/1815
21897,https://minmod.isi.edu/resource/mrds10156710,0.0281106047332286,"algorithm predictions, SRI deposit type classification, v0b, 20240213",https://minmod.isi.edu/resource/Q482,U-M conduit nickel-copper- PGE,United States,POINT (-91.88127 46.57719),,1711.0,MRDS,10156710,1996.0,10156710,MRDS,https://minmod.isi.edu/resource/1996
21987,https://minmod.isi.edu/resource/site__eagle-eagle-east-usa__mudd-and-jowitt-2022-nickel__resv-resc-2018,1.0,expert,https://minmod.isi.edu/resource/Q482,U-M conduit nickel-copper- PGE,USA,POINT (-87.88151 46.74852),https://minmod.isi.edu/resource/mrds10400290,2843.0,Mudd-and-Jowitt-2022-Nickel/ResV-ResC 2018,Eagle-Eagle East (USA),21.0,Eagle-Eagle East (USA),Mudd-and-Jowitt-2022-Nickel/ResV-ResC 2018,https://minmod.isi.edu/resource/21
22172,https://minmod.isi.edu/resource/mrds10069268,0.0563857331871986,"algorithm predictions, SRI deposit type classification, v0b, 20240213",https://minmod.isi.edu/resource/Q482,U-M conduit nickel-copper- PGE,United States,POINT (-88.41672 47.25),https://minmod.isi.edu/resource/mrds10121550,980.0,MRDS,10069268,466.0,10069268,MRDS,https://minmod.isi.edu/resource/466
22284,https://minmod.isi.edu/resource/mrds10056263,0.028774632140994,"algorithm predictions, SRI deposit type classification, v0b, 20240213",https://minmod.isi.edu/resource/Q476,Komatiite nickel-copper-PGE,United States,POINT (-110.2233 45.48575),https://minmod.isi.edu/resource/mrds10304470,774.0,MRDS,10056263,1548.0,10056263,MRDS,https://minmod.isi.edu/resource/1548
22603,https://minmod.isi.edu/resource/mrds10002340,0.0265153050422668,"algorithm predictions, SRI deposit type classification, v0b, 20240213",https://minmod.isi.edu/resource/Q486,Arc U-M intru- sion nickel- copper-PGE,United States,POINT (-136.30954 57.78554),https://minmod.isi.edu/resource/mrds10002338,59.0,MRDS,10002340,358.0,10002340,MRDS,https://minmod.isi.edu/resource/358
22649,https://minmod.isi.edu/resource/mrds10002339,0.0272903647273778,"algorithm predictions, SRI deposit type classification, v0b, 20240213",https://minmod.isi.edu/resource/Q486,Arc U-M intru- sion nickel- copper-PGE,United States,POINT (-136.31371 57.78804),https://minmod.isi.edu/resource/mrds10002338,58.0,MRDS,10002339,358.0,10002339,MRDS,https://minmod.isi.edu/resource/358
22819,https://minmod.isi.edu/resource/mrds10056249,0.0297408495098352,"algorithm predictions, SRI deposit type classification, v0b, 20240213",https://minmod.isi.edu/resource/Q476,Komatiite nickel-copper-PGE,United States,POINT (-109.79746 45.35159),https://minmod.isi.edu/resource/mrds10048508,761.0,MRDS,10056249,1442.0,10056249,MRDS,https://minmod.isi.edu/resource/1442
22839,https://minmod.isi.edu/resource/mrds10043266,0.027867017313838,"algorithm predictions, SRI deposit type classification, v0b, 20240213",https://minmod.isi.edu/resource/Q476,Komatiite nickel-copper-PGE,United States,POINT (-123.57783 42.46482),https://minmod.isi.edu/resource/mrds10225329,668.0,MRDS,10043266,1120.0,10043266,MRDS,https://minmod.isi.edu/resource/1120
23003,https://minmod.isi.edu/resource/mrds10045688,0.0257468558847904,"algorithm predictions, SRI deposit type classification, v0b, 20240213",https://minmod.isi.edu/resource/Q476,Komatiite nickel-copper-PGE,United States,POINT (-116.89758 38.52937),,679.0,MRDS,10045688,1777.0,10045688,MRDS,https://minmod.isi.edu/resource/1777
23312,https://minmod.isi.edu/resource/mrds10056250,0.0320474207401275,"algorithm predictions, SRI deposit type classification, v0b, 20240213",https://minmod.isi.edu/resource/Q486,Arc U-M intru- sion nickel- copper-PGE,United States,POINT (-110.23552 45.49464),,762.0,MRDS,10056250,1364.0,10056250,MRDS,https://minmod.isi.edu/resource/1364
